"startday","weather","humidity","temperatureMax","temperatureMin","windspeed"
"2014-06-15","WIND","0.55","82.48","62.95","13.13"
"2014-06-16","CLEAR_DAY","0.64","79.09","68.77","4.53"
"2014-06-17","WIND","0.64","84.39","73.44","8.98"
"2014-06-18","RAIN","0.79","80.1","59.65","2.71"
"2014-06-19","RAIN","0.88","70.02","58.37","5.42"
"2014-06-20","FOG","0.82","81.41","62.22","1.69"
"2014-06-21","RAIN","0.86","73.09","59.71","1.79"
"2014-06-22","FOG","0.86","66.93","61.95","4.27"
"2014-06-23","PARTLY_CLOUDY_DAY","0.85","74.67","63.3","0.99"
"2014-06-24","RAIN","0.83","75.67","68.13","0.31"
"2014-06-25","FOG","0.89","67.86","59.39","7.02"
"2014-06-26","FOG","0.87","66.1","58","5.56"
"2014-06-27","FOG","0.72","81.21","59.64","4.17"
"2014-06-28","RAIN","0.75","82.26","70.67","9.64"
"2014-06-29","WIND","0.76","84.35","70.84","11.64"
"2014-06-30","RAIN","0.82","84.47","65.63","9.2"
"2014-07-01","WIND","0.72","79.68","65.14","10.07"
"2014-07-02","PARTLY_CLOUDY_DAY","0.76","72.84","56.11","5.75"
"2014-07-03","CLEAR_DAY","0.66","67.94","57.34","2.16"
"2014-07-04","CLEAR_DAY","0.59","70.49","61.15","2.11"
"2014-07-05","PARTLY_CLOUDY_DAY","0.6","76.36","61.84","7.8"
"2014-07-06","RAIN","0.71","84.45","64.9","10.58"
"2014-07-07","PARTLY_CLOUDY_DAY","0.71","80.54","72.13","4.78"
"2014-07-08","RAIN","0.64","79.79","68.08","9.33"
"2014-07-09","PARTLY_CLOUDY_DAY","0.67","71.44","64.37","3.08"
"2014-07-10","PARTLY_CLOUDY_DAY","0.67","71.58","61.09","4.81"
"2014-07-11","PARTLY_CLOUDY_DAY","0.59","75.65","62.2","4.34"
"2014-07-12","RAIN","0.79","78.44","70.79","8.39"
"2014-07-13","PARTLY_CLOUDY_NIGHT","0.72","84.67","70.1","7.89"
"2014-07-14","RAIN","0.65","73.45","65.38","3.19"
"2014-07-15","PARTLY_CLOUDY_DAY","0.69","67.3","56.6","9.43"
"2014-07-16","PARTLY_CLOUDY_DAY","0.68","67.05","57.73","3.83"
"2014-07-17","PARTLY_CLOUDY_DAY","0.63","71.66","59.11","3.29"
"2014-07-18","PARTLY_CLOUDY_DAY","0.62","73.73","63.5","5.57"
"2014-07-19","PARTLY_CLOUDY_DAY","0.66","74.25","63.33","2.44"
"2014-07-20","PARTLY_CLOUDY_DAY","0.68","75.7","65.08","3.09"
"2014-07-21","CLEAR_DAY","0.68","81.08","67.87","6.21"
"2014-07-22","WIND","0.71","87.16","71.47","11.87"
"2014-07-23","WIND","0.69","75.09","62.21","16.99"
"2014-07-24","CLEAR_DAY","0.65","69.08","60.34","7.23"
"2014-07-25","WIND","0.67","73.3","59.91","9.94"
"2014-07-26","PARTLY_CLOUDY_NIGHT","0.74","76.15","68.77","4.24"
"2014-07-27","WIND","0.69","84.11","64.66","9.61"
"2014-07-28","WIND","0.62","65.15","60.57","13.77"
"2014-07-29","PARTLY_CLOUDY_DAY","0.66","71.65","60.46","1.85"
"2014-07-30","PARTLY_CLOUDY_DAY","0.73","69.87","61.99","2.14"
"2014-07-31","CLEAR_DAY","0.66","81.45","63.15","7.38"
"2014-08-01","PARTLY_CLOUDY_DAY","0.7","77.16","67.34","3.48"
"2014-08-02","CLEAR_DAY","0.65","74.42","64.01","1.78"
"2014-08-03","PARTLY_CLOUDY_DAY","0.66","80.1","66.55","3.2"
"2014-08-04","RAIN","0.74","78.16","68.56","1.73"
"2014-08-05","PARTLY_CLOUDY_DAY","0.83","73.66","67.28","2.95"
"2014-08-06","CLEAR_DAY","0.7","72.93","65.36","6.7"
"2014-08-07","CLEAR_DAY","0.68","75.08","64.97","7.28"
"2014-08-08","PARTLY_CLOUDY_DAY","0.66","76.16","68.77","9.76"
"2014-08-09","CLEAR_DAY","0.65","74.13","67.84","9.1"
"2014-08-10","RAIN","0.7","74.22","69.37","7.19"
"2014-08-11","RAIN","0.81","74.63","67.95","4.9"
"2014-08-12","RAIN","0.8","69.78","62.1","9.43"
"2014-08-13","PARTLY_CLOUDY_DAY","0.7","76.97","60.48","3.94"
"2014-08-14","PARTLY_CLOUDY_NIGHT","0.63","67.21","62.43","8.43"
"2014-08-15","CLEAR_DAY","0.6","75.02","56.46","5.08"
"2014-08-16","PARTLY_CLOUDY_DAY","0.74","79.48","64.4","7.59"
"2014-08-17","PARTLY_CLOUDY_DAY","0.88","71.59","64.72","7.98"
"2014-08-18","PARTLY_CLOUDY_DAY","0.8","78.72","65.37","1"
"2014-08-19","RAIN","0.76","83.83","72.43","9.46"
"2014-08-20","CLEAR_DAY","0.71","84.7","68.73","7.04"
"2014-08-21","RAIN","0.89","76.95","71.21","4.63"
"2014-08-22","RAIN","0.84","82.99","72.47","2.61"
"2014-08-23","RAIN","0.89","77.3","70.43","2.23"
"2014-08-24","PARTLY_CLOUDY_DAY","0.82","80.26","70.78","5.99"
"2014-08-25","RAIN","0.83","81.37","73.55","4.91"
"2014-08-26","PARTLY_CLOUDY_DAY","0.8","78.12","70.74","0.57"
"2014-08-27","CLEAR_DAY","0.74","74.63","68.8","7.12"
"2014-08-28","PARTLY_CLOUDY_NIGHT","0.7","72","66.85","8.41"
"2014-08-29","PARTLY_CLOUDY_NIGHT","0.76","81.98","71.15","10.81"
"2014-08-30","RAIN","0.75","82.75","73.96","11.19"
"2014-08-31","PARTLY_CLOUDY_DAY","0.76","83.82","70.29","6.56"
"2014-09-01","WIND","0.77","82.25","73.15","11.77"
"2014-09-02","PARTLY_CLOUDY_DAY","0.72","77.2","69.82","1.58"
"2014-09-03","PARTLY_CLOUDY_DAY","0.67","81.23","67.33","4.09"
"2014-09-04","WIND","0.75","83.81","71.32","11.02"
"2014-09-05","RAIN","0.79","85.55","65.94","7.48"
"2014-09-06","CLEAR_DAY","0.66","69.95","61.84","6.61"
"2014-09-07","PARTLY_CLOUDY_DAY","0.65","73.9","60.33","0.64"
"2014-09-08","PARTLY_CLOUDY_DAY","0.64","73.73","61.75","5.68"
"2014-09-09","PARTLY_CLOUDY_DAY","0.7","77.55","65.69","8.06"
"2014-09-10","RAIN","0.82","79.48","59.5","8.68"
"2014-09-11","CLEAR_DAY","0.75","57.73","50.81","11.01"
"2014-09-12","PARTLY_CLOUDY_DAY","0.81","55.63","46.34","9.74"
"2014-09-13","PARTLY_CLOUDY_DAY","0.75","54.94","42.69","5.46"
"2014-09-14","PARTLY_CLOUDY_DAY","0.69","65.05","48.87","5.23"
"2014-09-15","PARTLY_CLOUDY_DAY","0.81","60.12","54.69","3.12"
"2014-09-16","CLEAR_DAY","0.71","62.91","49.15","2.27"
"2014-09-17","PARTLY_CLOUDY_DAY","0.69","65.91","51.19","2.73"
"2014-09-18","PARTLY_CLOUDY_DAY","0.78","65.11","54.54","5.54"
"2014-09-19","CLEAR_DAY","0.63","73.1","56.65","10.42"
"2014-09-20","RAIN","0.75","76.35","63.23","11.03"
"2014-09-21","WIND","0.74","70.29","55.82","10.83"
"2014-09-22","CLEAR_DAY","0.67","61.86","49.69","3.05"
"2014-09-23","CLEAR_DAY","0.65","69.35","51.91","3.51"
"2014-09-24","CLEAR_DAY","0.67","69.66","55.78","4.33"
"2014-09-25","CLEAR_DAY","0.72","70.3","59.42","2.24"
"2014-09-26","CLEAR_DAY","0.72","70.48","58.32","2.87"
"2014-09-27","CLEAR_DAY","0.76","70.37","59.77","3.01"
"2014-09-28","CLEAR_DAY","0.78","70.4","58.24","3.12"
"2014-09-29","WIND","0.74","80.36","57.25","3.02"
"2014-09-30","WIND","0.8","56.35","52.19","11.3"
"2014-10-01","CLEAR_DAY","0.69","67.15","53.74","9.45"
"2014-10-02","RAIN","0.81","71.89","63.4","7.21"
"2014-10-03","RAIN","0.79","65.66","46.74","11.44"
"2014-10-04","PARTLY_CLOUDY_DAY","0.69","47.71","37.8","13.04"
"2014-10-05","PARTLY_CLOUDY_DAY","0.63","53.89","42.23","8.96"
"2014-10-06","PARTLY_CLOUDY_DAY","0.64","60.04","48.61","8.11"
"2014-10-07","PARTLY_CLOUDY_DAY","0.64","66.26","49.84","8.44"
"2014-10-08","CLEAR_DAY","0.53","65.03","48.65","9.34"
"2014-10-09","CLEAR_DAY","0.53","57.33","51","4.4"
"2014-10-10","CLEAR_DAY","0.69","55.69","45.84","5.97"
"2014-10-11","CLEAR_DAY","0.63","56.72","45.61","5.72"
"2014-10-12","CLEAR_DAY","0.68","62.25","45.66","9.84"
"2014-10-13","RAIN","0.92","67.06","56.95","6.67"
"2014-10-14","RAIN","0.91","65.98","54.82","5.22"
"2014-10-15","CLEAR_DAY","0.94","55.89","52.08","10.56"
"2014-10-16","PARTLY_CLOUDY_NIGHT","0.9","56.76","51.99","3.91"
"2014-10-17","PARTLY_CLOUDY_NIGHT","0.78","60.94","51.9","9.38"
"2014-10-18","CLEAR_DAY","0.74","50.62","43.94","10.08"
"2014-10-19","CLEAR_DAY","0.75","54.9","39.11","8.11"
"2014-10-20","PARTLY_CLOUDY_NIGHT","0.73","59.89","50.06","4.84"
"2014-10-21","PARTLY_CLOUDY_DAY","0.71","52.59","48.48","13.44"
"2014-10-22","CLEAR_DAY","0.72","50.78","44.09","4.86"
"2014-10-23","PARTLY_CLOUDY_NIGHT","0.72","59.39","41.63","8.65"
"2014-10-24","PARTLY_CLOUDY_NIGHT","0.66","65.17","53.48","4.21"
"2014-10-25","CLEAR_DAY","0.55","72.01","56.68","9.7"
"2014-10-26","CLEAR_DAY","0.48","57.33","47.29","1.88"
"2014-10-27","WIND","0.58","75.98","53.82","13.25"
"2014-10-28","PARTLY_CLOUDY_NIGHT","0.58","67.29","49.89","13.93"
"2014-10-29","PARTLY_CLOUDY_NIGHT","0.6","48.73","44.22","9.55"
"2014-10-30","PARTLY_CLOUDY_DAY","0.7","50.96","38.8","5.82"
"2014-10-31","WIND","0.67","47.53","37.44","24.05"
"2014-11-01","WIND","0.63","41.48","37","15.72"
"2014-11-02","CLEAR_DAY","0.6","51.09","31.78","9.1"
"2014-11-03","WIND","0.45","62.08","44.76","14.57"
"2014-11-04","PARTLY_CLOUDY_DAY","0.69","59.79","45.57","12.14"
"2014-11-05","PARTLY_CLOUDY_NIGHT","0.63","60.72","40.23","8.01"
"2014-11-06","WIND","0.67","51.5","39.91","13.32"
"2014-11-07","PARTLY_CLOUDY_DAY","0.59","43.35","36.1","5.84"
"2014-11-08","PARTLY_CLOUDY_DAY","0.6","46.61","39.79","8.28"
"2014-11-09","PARTLY_CLOUDY_NIGHT","0.59","51.47","36.39","9.49"
"2014-11-10","PARTLY_CLOUDY_NIGHT","0.62","61.99","44.6","10.96"
"2014-11-11","RAIN","0.73","59.12","33.1","10.21"
"2014-11-12","PARTLY_CLOUDY_NIGHT","0.59","32.5","27.4","11.22"
"2014-11-13","PARTLY_CLOUDY_DAY","0.63","28.83","25.41","10.84"
