"startday","weather","humidity","temperatureMax","temperatureMin","windspeed"
"2017-01-03","WIND","0.93","39.2","24.28","8.19"
"2017-01-04","PARTLY_CLOUDY_NIGHT","0.63","21.56","10.85","16.7"
"2017-01-05","PARTLY_CLOUDY_DAY","0.61","12.74","6.34","12.3"
"2017-01-06","PARTLY_CLOUDY_DAY","0.6","8.67","1.65","9.51"
"2017-01-07","CLEAR_DAY","0.57","17.82","3.27","10.66"
"2017-01-08","WIND","0.54","17.91","4.94","6.39"
"2017-01-09","WIND","0.69","32.46","19.33","12.55"
"2017-01-10","RAIN","0.79","49.84","27.17","19.56"
"2017-01-11","RAIN","0.87","43.69","26.82","3.92"
"2017-01-12","SNOW","0.84","29.25","22.27","10.24"
"2017-01-13","PARTLY_CLOUDY_DAY","0.7","27.58","19.36","8.48"
"2017-01-14","CLEAR_DAY","0.72","31.9","27.46","1.28"
"2017-01-15","PARTLY_CLOUDY_DAY","0.77","33.28","23.89","1.91"
"2017-01-16","RAIN","0.92","37.07","31.4","5.41"
"2017-01-17","FOG","0.97","40.8","35.55","8.25"
"2017-01-18","PARTLY_CLOUDY_NIGHT","0.92","37.16","34.05","9.89"
"2017-01-19","RAIN","0.94","37.61","33.93","4.99"
"2017-01-20","FOG","0.98","41.33","36.36","4.2"
"2017-01-21","FOG","0.86","58.97","42.67","7.74"
"2017-01-22","PARTLY_CLOUDY_DAY","0.95","40.63","37.61","5.42"
"2017-01-23","PARTLY_CLOUDY_NIGHT","0.9","40.05","37.1","9.9"
"2017-01-24","PARTLY_CLOUDY_NIGHT","0.86","38.58","35.02","1.96"
"2017-01-25","PARTLY_CLOUDY_DAY","0.9","42.05","34.78","4.55"
"2017-01-26","CLEAR_DAY","0.82","34.79","31.18","12.74"
"2017-01-27","PARTLY_CLOUDY_NIGHT","0.74","31.1","25.74","13.45"
"2017-01-28","CLEAR_DAY","0.76","29.18","25.21","11.33"
"2017-01-29","CLEAR_DAY","0.64","27.79","23.5","10.29"
"2017-01-30","WIND","0.6","35.96","17.29","7.79"
"2017-01-31","PARTLY_CLOUDY_DAY","0.75","40.09","36.52","14.05"
"2017-02-01","PARTLY_CLOUDY_DAY","0.66","37.17","25.08","11.49"
"2017-02-02","CLEAR_DAY","0.54","23.3","15.39","12.45"
"2017-02-03","PARTLY_CLOUDY_NIGHT","0.49","27.88","15.49","10.62"
"2017-02-04","PARTLY_CLOUDY_NIGHT","0.49","33.7","16.9","12.75"
"2017-02-05","CLEAR_DAY","0.62","37.47","29.6","6.02"
"2017-02-06","FOG","0.82","50.9","28.14","7.72"
"2017-02-07","RAIN","0.95","50.59","33.84","4.9"
"2017-02-08","PARTLY_CLOUDY_NIGHT","0.72","33.38","20.69","12.17"
"2017-02-09","CLEAR_DAY","0.52","24.33","14.23","11.81"
"2017-02-10","WIND","0.65","42.66","18.14","14.18"
"2017-02-11","PARTLY_CLOUDY_NIGHT","0.79","44.9","37.15","3.95"
"2017-02-12","WIND","0.62","46.2","34.29","13.96"
"2017-02-13","CLEAR_DAY","0.58","43.88","29.26","9.45"
"2017-02-14","WIND","0.59","49.26","34.99","12.15"
"2017-02-15","CLEAR_DAY","0.51","34.84","28.31","12.09"
"2017-02-16","CLEAR_DAY","0.51","37.79","30.31","5.1"
"2017-02-17","CLEAR_DAY","0.57","64.84","33.32","8.23"
"2017-02-18","CLEAR_DAY","0.54","61.54","46.27","5.63"
"2017-02-19","CLEAR_DAY","0.61","55.15","42.1","1.3"
"2017-02-20","PARTLY_CLOUDY_NIGHT","0.69","58.59","42.1","10.16"
"2017-02-21","PARTLY_CLOUDY_NIGHT","0.82","62.2","50.31","6.72"
"2017-02-22","FOG","0.86","65.31","52.57","12.35"
"2017-02-23","RAIN","0.86","58.43","37.34","7.46"
"2017-02-24","PARTLY_CLOUDY_NIGHT","0.94","41.14","34.4","9.01"
"2017-02-25","PARTLY_CLOUDY_DAY","0.68","33.73","22.91","13.85"
"2017-02-26","WIND","0.55","47.18","24.81","13.12"
"2017-02-27","PARTLY_CLOUDY_DAY","0.67","46.48","33.78","6.29"
"2017-02-28","RAIN","0.9","57.31","43.1","12.29"
"2017-03-01","FOG","0.88","52.49","32.55","11.84"
"2017-03-02","PARTLY_CLOUDY_DAY","0.62","32.13","28.2","10.08"
"2017-03-03","PARTLY_CLOUDY_NIGHT","0.44","30.6","21.74","4.78"
"2017-03-04","WIND","0.74","37.67","28.31","16.11"
"2017-03-05","WIND","0.65","58","33.15","15.42"
"2017-03-06","RAIN","0.81","63.09","51.32","21.1"
"2017-03-07","WIND","0.56","63.13","44.62","16.16"
"2017-03-08","WIND","0.35","51.09","41.77","19.01"
"2017-03-09","PARTLY_CLOUDY_DAY","0.58","40.58","34.29","8.55"
"2017-03-10","CLEAR_DAY","0.36","35.98","23.6","14.78"
"2017-03-11","PARTLY_CLOUDY_DAY","0.36","25.65","18.53","8.9"
"2017-03-12","CLEAR_DAY","0.44","31.26","22.26","3.33"
"2017-03-13","SNOW","0.84","29.25","26.67","12.52"
"2017-03-14","WIND","0.69","27.57","21.45","13.06"
"2017-03-15","CLEAR_DAY","0.52","31.61","18.51","11.74"
"2017-03-16","CLEAR_DAY","0.53","39.63","22.21","5.01"
"2017-03-17","FOG","0.82","45.71","34.8","6.54"
"2017-03-18","PARTLY_CLOUDY_NIGHT","0.7","43.18","38.03","11.12"
"2017-03-19","PARTLY_CLOUDY_DAY","0.73","46.79","33.91","2.89"
"2017-03-20","RAIN","0.81","48.12","39.88","1.61"
"2017-03-21","WIND","0.66","47.76","33.03","11.71"
"2017-03-22","WIND","0.62","32.29","28.32","14"
"2017-03-23","PARTLY_CLOUDY_NIGHT","0.56","48.25","31.5","12.6"
"2017-03-24","RAIN","0.62","78.54","41.23","7.1"
"2017-03-25","RAIN","0.96","46.59","39.8","11.94"
"2017-03-26","RAIN","0.92","59.27","45.54","3.95"
"2017-03-27","CLEAR_DAY","0.95","50.95","39.74","4.22"
"2017-03-28","FOG","0.89","43.61","37.14","11.86"
"2017-03-29","RAIN","0.86","43.98","34.35","11.15"
"2017-03-30","RAIN","0.96","42.58","39.3","13.32"
"2017-03-31","WIND","0.91","39.45","37.07","18.68"
"2017-04-01","CLEAR_DAY","0.6","47.13","36.43","3.09"
"2017-04-02","PARTLY_CLOUDY_DAY","0.55","51.69","43.2","4.78"
"2017-04-03","RAIN","0.85","47.08","44.81","4.48"
"2017-04-04","PARTLY_CLOUDY_DAY","0.85","48.71","43.74","5.23"
"2017-04-05","RAIN","0.92","43.77","39.38","17.76"
"2017-04-06","WIND","0.75","43.73","37.97","24.39"
"2017-04-07","WIND","0.48","47.16","37.99","11.17"
"2017-04-08","WIND","0.45","64.54","40.69","12.88"
"2017-04-09","WIND","0.52","73.77","57.24","19.79"
"2017-04-10","RAIN","0.72","72.62","40.62","11.08"
"2017-04-11","CLEAR_DAY","0.79","52.41","40","6.36"
"2017-04-12","CLEAR_DAY","0.69","48.29","41.42","4.4"
"2017-04-13","RAIN","0.73","52.97","43.41","7.72"
"2017-04-14","RAIN","0.74","62.51","44.63","5.35"
"2017-04-15","RAIN","0.6","79.67","56.63","16.49"
"2017-04-16","RAIN","0.65","71.4","59.54","9.5"
"2017-04-17","CLEAR_DAY","0.62","60.46","43.38","5.52"
"2017-04-18","PARTLY_CLOUDY_DAY","0.6","74.51","43.23","7.72"
"2017-04-19","PARTLY_CLOUDY_DAY","0.8","69.69","43.87","2.59"
"2017-04-20","WIND","0.74","71.7","45.67","8.48"
"2017-04-21","CLEAR_DAY","0.63","51.53","44.63","10.55"
"2017-04-22","CLEAR_DAY","0.59","51.22","43.45","11.75"
"2017-04-23","CLEAR_DAY","0.51","61.34","42.47","1.96"
"2017-04-24","CLEAR_DAY","0.63","60.59","41.76","4.93"
"2017-04-25","CLEAR_DAY","0.58","68.27","53.98","10.04"
"2017-04-26","RAIN","0.67","74.2","59.89","10.28"
"2017-04-27","WIND","0.82","59.7","44.84","12.18"
"2017-04-28","WIND","0.79","51.95","43.36","2.46"
"2017-04-29","RAIN","0.87","45.95","40.2","22.34"
"2017-04-30","RAIN","0.98","47.82","43.1","13.85"
"2017-05-01","WIND","0.82","55.4","46.24","12.05"
"2017-05-02","WIND","0.74","49.24","41.54","14.13"
"2017-05-03","CLEAR_DAY","0.66","50.42","40.94","3.33"
"2017-05-04","WIND","0.75","48.26","45.55","11.59"
"2017-05-05","RAIN","0.76","50.81","41.96","18.67"
"2017-05-06","WIND","0.64","50.59","44.21","13.32"
"2017-05-07","CLEAR_DAY","0.53","48.21","41.95","8.35"
"2017-05-08","PARTLY_CLOUDY_NIGHT","0.58","47.41","39.32","7.84"
"2017-05-09","RAIN","0.7","52.49","42.54","5.87"
"2017-05-10","RAIN","0.74","57.39","47.92","7.02"
"2017-05-11","PARTLY_CLOUDY_DAY","0.81","56.77","47.25","8.68"
"2017-05-12","CLEAR_DAY","0.7","58","47.86","6.29"
"2017-05-13","PARTLY_CLOUDY_DAY","0.59","77.47","50.89","5.28"
"2017-05-14","CLEAR_DAY","0.67","57.12","49.76","8.74"
"2017-05-15","CLEAR_DAY","0.61","70.48","48.88","4.44"
"2017-05-16","WIND","0.59","86.16","64.02","13.25"
"2017-05-17","RAIN","0.57","82.54","70.43","20.1"
"2017-05-18","WIND","0.66","77.06","49.61","9.43"
"2017-05-19","RAIN","0.87","49.25","42.85","19.24"
"2017-05-20","RAIN","0.89","60.11","49.02","10.87"
"2017-05-21","PARTLY_CLOUDY_DAY","0.75","63.47","51.94","10.55"
"2017-05-22","WIND","0.61","72.26","49.69","11.98"
"2017-05-23","RAIN","0.86","60.93","54.99","4.5"
"2017-05-24","RAIN","0.92","55.44","50.45","13.93"
"2017-05-25","WIND","0.85","60.28","52.02","12.84"
"2017-05-26","RAIN","0.86","61.23","54.53","3.66"
"2017-05-27","PARTLY_CLOUDY_DAY","0.82","63.59","52.92","4.84"
"2017-05-28","PARTLY_CLOUDY_DAY","0.76","70.04","56.28","1.36"
"2017-05-29","WIND","0.5","75.14","59.86","10.23"
"2017-05-30","PARTLY_CLOUDY_DAY","0.54","71.56","57.8","8.66"
"2017-05-31","CLEAR_DAY","0.52","70.97","56.12","8.05"
"2017-06-01","CLEAR_DAY","0.53","67.19","55.99","0.82"
"2017-06-02","CLEAR_DAY","0.43","74.91","59.41","4.6"
"2017-06-03","CLEAR_DAY","0.51","79.03","65.01","3.86"
"2017-06-04","PARTLY_CLOUDY_DAY","0.55","88.66","68.42","4.89"
"2017-06-05","WIND","0.73","68.27","58.62","11.57"
"2017-06-06","WIND","0.62","65.44","54.5","13.34"
"2017-06-07","CLEAR_DAY","0.62","67.44","56.95","8.22"
"2017-06-08","PARTLY_CLOUDY_NIGHT","0.53","73.57","56.34","2.53"
"2017-06-09","PARTLY_CLOUDY_DAY","0.57","79.84","63.33","3.92"
"2017-06-10","WIND","0.48","88.62","62.64","15.87"
"2017-06-11","WIND","0.47","90.28","71.79","15.82"
"2017-06-12","WIND","0.5","92.56","72.74","12.32"
"2017-06-13","CLEAR_DAY","0.74","75.44","67.86","2.85"
"2017-06-14","RAIN","0.76","84.64","68.55","6.5"
"2017-06-15","RAIN","0.69","83.15","69.28","6.26"
"2017-06-16","PARTLY_CLOUDY_DAY","0.64","83.89","68.05","8.87"
"2017-06-17","RAIN","0.75","83.51","68.99","7.21"
"2017-06-18","WIND","0.67","76.53","70.8","12.2"
"2017-06-19","PARTLY_CLOUDY_DAY","0.65","75.38","63.84","8.08"
"2017-06-20","CLEAR_DAY","0.71","76.52","59.54","1.86"
"2017-06-21","PARTLY_CLOUDY_DAY","0.74","72.05","58.48","4.09"
"2017-06-22","WIND","0.69","85.84","69.59","14.61"
"2017-06-23","RAIN","0.69","78.05","66.08","5.97"
"2017-06-24","WIND","0.56","72.74","62.78","12.22"
"2017-06-25","WIND","0.56","70.17","56.35","12.64"
"2017-06-26","WIND","0.56","71.74","56.32","10.46"
"2017-06-27","PARTLY_CLOUDY_DAY","0.56","70.74","54.41","2.23"
"2017-06-28","RAIN","0.62","78.7","62.01","14.99"
"2017-06-29","RAIN","0.74","80.21","67.76","9.77"
"2017-06-30","PARTLY_CLOUDY_DAY","0.85","75.3","65.97","3.21"
"2017-07-01","PARTLY_CLOUDY_DAY","0.64","80.09","67.32","7.56"
"2017-07-02","PARTLY_CLOUDY_DAY","0.63","85.18","63.28","5.54"
"2017-07-03","PARTLY_CLOUDY_DAY","0.8","72.92","66.11","6.77"
"2017-07-04","CLEAR_DAY","0.78","75.93","65.72","5.94"
"2017-07-05","PARTLY_CLOUDY_DAY","0.64","79.81","68.79","5.18"
"2017-07-06","PARTLY_CLOUDY_DAY","0.64","86.92","71.26","2.69"
"2017-07-07","PARTLY_CLOUDY_DAY","0.71","80.97","67.13","5.06"
"2017-07-08","PARTLY_CLOUDY_DAY","0.63","72.88","63.87","5.37"
"2017-07-09","PARTLY_CLOUDY_DAY","0.54","82.66","62.81","8.36"
"2017-07-10","RAIN","0.8","78.07","67.74","2.65"
"2017-07-11","RAIN","0.84","79.43","70.52","1.54"
"2017-07-12","RAIN","0.87","78.83","70.06","7.1"
"2017-07-13","PARTLY_CLOUDY_DAY","0.74","81.75","73.78","8.55"
"2017-07-14","PARTLY_CLOUDY_DAY","0.77","72.56","65.07","8.14"
"2017-07-15","PARTLY_CLOUDY_DAY","0.72","78.34","61.98","2.79"
"2017-07-16","WIND","0.78","72.75","65.36","9.92"
"2017-07-17","CLEAR_DAY","0.75","72.54","61.09","6.49"
"2017-07-18","CLEAR_DAY","0.69","81.1","62.08","2.44"
"2017-07-19","RAIN","0.77","79.44","70.71","2.83"
"2017-07-20","RAIN","0.84","85.77","69.42","3.47"
"2017-07-21","RAIN","0.81","82.6","73.67","3.99"
"2017-07-22","RAIN","0.84","79.8","72.05","1.73"
"2017-07-23","RAIN","0.78","84.69","71.7","2.69"
"2017-07-24","WIND","0.74","70.63","67.48","12.48"
"2017-07-25","CLEAR_DAY","0.66","77.2","64.55","7.98"
"2017-07-26","PARTLY_CLOUDY_NIGHT","0.73","82.85","67.81","7.94"
"2017-07-27","WIND","0.82","76.41","70.75","9.39"
"2017-07-28","WIND","0.74","74.39","69.81","14.18"
"2017-07-29","WIND","0.61","74","64.7","11.56"
"2017-07-30","CLEAR_DAY","0.71","77.37","64.56","4.35"
"2017-07-31","PARTLY_CLOUDY_DAY","0.67","79.71","67.1","1.56"
"2017-08-01","CLEAR_DAY","0.69","79.69","70.38","3.32"
"2017-08-02","CLEAR_DAY","0.75","80.59","68.2","0.46"
"2017-08-03","RAIN","0.81","79.76","68.42","5.14"
"2017-08-04","WIND","0.74","66.1","56.74","13.94"
"2017-08-05","CLEAR_DAY","0.66","75.97","60.22","5.61"
"2017-08-06","PARTLY_CLOUDY_DAY","0.68","74.12","65.96","6.2"
"2017-08-07","PARTLY_CLOUDY_DAY","0.71","71.64","64.18","8.44"
"2017-08-08","PARTLY_CLOUDY_DAY","0.61","77.42","59.67","2.39"
"2017-08-09","PARTLY_CLOUDY_DAY","0.63","79.3","63.85","2.25"
"2017-08-10","PARTLY_CLOUDY_DAY","0.67","82.41","62.71","7.12"
"2017-08-11","PARTLY_CLOUDY_DAY","0.73","75.36","67.22","6.03"
"2017-08-12","PARTLY_CLOUDY_DAY","0.72","71.81","61.43","7.96"
"2017-08-13","CLEAR_DAY","0.68","73.25","59.94","1.55"
"2017-08-14","PARTLY_CLOUDY_DAY","0.68","78.53","65.31","3.64"
"2017-08-15","PARTLY_CLOUDY_DAY","0.77","81.6","68.4","3.84"
"2017-08-16","WIND","0.78","81.82","68.38","5.16"
"2017-08-17","RAIN","0.75","80.89","72.54","14.02"
"2017-08-18","PARTLY_CLOUDY_DAY","0.69","80.69","67.36","9.66"
"2017-08-19","CLEAR_DAY","0.67","77.89","64.82","1.64"
"2017-08-20","PARTLY_CLOUDY_NIGHT","0.69","82.43","66.85","5.79"
"2017-08-21","RAIN","0.79","81.99","71.94","6.85"
"2017-08-22","PARTLY_CLOUDY_DAY","0.69","78.97","67.47","9.7"
"2017-08-23","PARTLY_CLOUDY_DAY","0.62","72.54","60.47","4.57"
"2017-08-24","WIND","0.7","70.42","60.73","5.31"
"2017-08-25","PARTLY_CLOUDY_DAY","0.63","69.97","55.44","3.51"
"2017-08-26","PARTLY_CLOUDY_DAY","0.62","73.56","61.42","8.5"
"2017-08-27","PARTLY_CLOUDY_DAY","0.64","74.9","64.15","8.55"
"2017-08-28","PARTLY_CLOUDY_NIGHT","0.78","74.36","65.55","5.43"
"2017-08-29","PARTLY_CLOUDY_DAY","0.82","71.85","63.96","4.94"
"2017-08-30","PARTLY_CLOUDY_DAY","0.74","75.96","62.14","1.84"
"2017-08-31","WIND","0.73","69.57","66.12","15.38"
"2017-09-01","WIND","0.61","66.27","57.36","12.87"
"2017-09-02","RAIN","0.66","69.23","54.39","2.84"
"2017-09-03","CLEAR_DAY","0.68","78.57","57.42","4.31"
"2017-09-04","WIND","0.64","80.9","65.71","9.86"
"2017-09-05","WIND","0.62","67.85","55.99","12.75"
"2017-09-06","PARTLY_CLOUDY_DAY","0.69","62.84","50.79","9.35"
"2017-09-07","PARTLY_CLOUDY_DAY","0.63","67.23","53.75","8.97"
"2017-09-08","PARTLY_CLOUDY_DAY","0.67","65.13","58.76","6.04"
"2017-09-09","CLEAR_DAY","0.63","68.07","58.04","10.37"
"2017-09-10","CLEAR_DAY","0.64","66.94","53.48","7.95"
"2017-09-11","CLEAR_DAY","0.68","68.78","54.55","4.72"
"2017-09-12","CLEAR_DAY","0.74","70.94","58.71","8"
"2017-09-13","PARTLY_CLOUDY_NIGHT","0.84","69.37","63.29","3.98"
"2017-09-14","FOG","0.83","74.55","60.85","5.12"
"2017-09-15","CLEAR_DAY","0.69","81.51","63.62","9.12"
"2017-09-16","PARTLY_CLOUDY_DAY","0.66","81.86","66.37","8.88"
"2017-09-17","PARTLY_CLOUDY_NIGHT","0.71","80.34","66.88","1.8"
"2017-09-18","RAIN","0.72","71.88","61.62","7.8"
"2017-09-19","RAIN","0.88","72.51","65.85","5.37"
"2017-09-20","WIND","0.74","89.05","65.39","9.79"
"2017-09-21","CLEAR_DAY","0.69","86.68","73.39","5.41"
"2017-09-22","CLEAR_DAY","0.66","87.86","74.22","6.22"
"2017-09-23","CLEAR_DAY","0.68","85.54","73.24","4.84"
"2017-09-24","CLEAR_DAY","0.65","84.82","70.57","5.21"
"2017-09-25","PARTLY_CLOUDY_DAY","0.58","84.62","69.88","6.56"
"2017-09-26","PARTLY_CLOUDY_NIGHT","0.57","89.35","71.68","6.43"
"2017-09-27","CLEAR_DAY","0.63","73.61","60.08","10.98"
"2017-09-28","PARTLY_CLOUDY_NIGHT","0.6","68.26","55.8","3.98"
"2017-09-29","WIND","0.59","65.94","60.44","8.71"
"2017-09-30","CLEAR_DAY","0.61","63.2","56.24","9.9"
"2017-10-01","CLEAR_DAY","0.53","68.34","52.64","10.7"
"2017-10-02","PARTLY_CLOUDY_NIGHT","0.51","79.39","61.76","11.01"
"2017-10-03","PARTLY_CLOUDY_DAY","0.73","77.11","67.56","14.01"
"2017-10-04","CLEAR_DAY","0.79","72.1","63.02","4.41"
"2017-10-05","RAIN","0.67","69.13","59.19","3.56"
"2017-10-06","PARTLY_CLOUDY_DAY","0.93","67.99","61.66","4.66"
"2017-10-07","RAIN","0.76","78.27","61.65","15.39"
"2017-10-08","CLEAR_DAY","0.69","72.75","56.46","5.52"
"2017-10-09","PARTLY_CLOUDY_DAY","0.72","73.53","57.96","1.31"
"2017-10-10","RAIN","0.86","62.89","59.44","13.27"
"2017-10-11","RAIN","0.93","61.72","57.21","18.09"
"2017-10-12","CLEAR_DAY","0.88","59.46","56.03","6.34"
"2017-10-13","PARTLY_CLOUDY_DAY","0.8","70.16","54.77","4.96"
"2017-10-14","RAIN","0.94","64.83","61.46","5.76"
"2017-10-15","RAIN","0.79","67.22","49.87","10.96"
"2017-10-16","CLEAR_DAY","0.65","62.08","45.05","7.11"
"2017-10-17","CLEAR_DAY","0.53","69.49","50.22","11.56"
"2017-10-18","CLEAR_DAY","0.51","70.04","50.71","13.41"
"2017-10-19","CLEAR_DAY","0.55","63.96","54.07","1.96"
